"","Site_name","Date","year","month","Sub_site","Transect","Trans_type","trans_ID","Trans_surveyor_id","observer","observer_num_adults","lat","lon","Depth","Time_start","Time_end","Species","Amount","Length","Confidence","Object","C","R","G","S","SG","A","B","A1_size","A2_size","A3_size","K1_size","K2_size","K3_size","Habitat","Description","Notes","Photos","Logger","a","b","convertion_method"
"24","North beach",2022-08-18,"2022","august","1","A","C","North beach 1 A 2022-08-18 Tal Gavriel Avery Deveto Mai Lazarus Blank","North beach 1 A 2022-08-18 Tal Gavriel","Tal Gavriel","one_observer","29.545154","34.963633",19.1,"8:03","8:13","Fusigobius neophytus","1","1.5","1","N",0,0,0,8,92,0,0,"0",0,0,0,0,0,NA,"seageass with tire in the end",NA,"no","yes",0.0146223333333333,2.88026666666667,NA
"25","North beach",2022-08-18,"2022","august","1","A","C","North beach 1 A 2022-08-18 Tal Gavriel Avery Deveto Mai Lazarus Blank","North beach 1 A 2022-08-18 Tal Gavriel","Tal Gavriel","one_observer","29.545154","34.963633",19.1,"8:03","8:13","Cheilodipterus novemstriatus","20","1","0","N",0,0,0,8,92,0,0,"0",0,0,0,0,0,NA,"seageass with tire in the end",NA,"no","yes",0.01096,3.11,"bayesian"
"26","North beach",2022-08-18,"2022","august","1","A","C","North beach 1 A 2022-08-18 Tal Gavriel Avery Deveto Mai Lazarus Blank","North beach 1 A 2022-08-18 Tal Gavriel","Tal Gavriel","one_observer","29.545154","34.963633",19.1,"8:03","8:13","Cheilodipterus novemstriatus","8","2","0","N",0,0,0,8,92,0,0,"0",0,0,0,0,0,NA,"seageass with tire in the end",NA,"no","yes",0.01096,3.11,"bayesian"
"27","North beach",2022-08-18,"2022","august","1","A","C","North beach 1 A 2022-08-18 Tal Gavriel Avery Deveto Mai Lazarus Blank","North beach 1 A 2022-08-18 Tal Gavriel","Tal Gavriel","one_observer","29.545154","34.963633",19.1,"8:03","8:13","Cheilodipterus novemstriatus","31","1.5","0","N",0,0,0,8,92,0,0,"0",0,0,0,0,0,NA,"seageass with tire in the end",NA,"no","yes",0.01096,3.11,"bayesian"
"28","North beach",2022-08-18,"2022","august","1","A","C","North beach 1 A 2022-08-18 Tal Gavriel Avery Deveto Mai Lazarus Blank","North beach 1 A 2022-08-18 Tal Gavriel","Tal Gavriel","one_observer","29.545154","34.963633",19.1,"8:03","8:13","Gnatholepis anjerensis","4","3","0","N",0,0,0,8,92,0,0,"0",0,0,0,0,0,NA,"seageass with tire in the end",NA,"no","yes",0.00871,3.06,"bayesian"
"29","North beach",2022-08-18,"2022","august","1","A","C","North beach 1 A 2022-08-18 Tal Gavriel Avery Deveto Mai Lazarus Blank","North beach 1 A 2022-08-18 Tal Gavriel","Tal Gavriel","one_observer","29.545154","34.963633",19.1,"8:03","8:13","Gnatholepis anjerensis","4","1.5","0","N",0,0,0,8,92,0,0,"0",0,0,0,0,0,NA,"seageass with tire in the end",NA,"no","yes",0.00871,3.06,"bayesian"
"30","North beach",2022-08-18,"2022","august","1","A","C","North beach 1 A 2022-08-18 Tal Gavriel Avery Deveto Mai Lazarus Blank","North beach 1 A 2022-08-18 Tal Gavriel","Tal Gavriel","one_observer","29.545154","34.963633",19.1,"8:03","8:13","Amblygobius albimaculatus","3","1.5","0","N",0,0,0,8,92,0,0,"0",0,0,0,0,0,NA,"seageass with tire in the end",NA,"no","yes",0.0146223333333333,2.88026666666667,NA
"31","IUI",2022-08-17,"2022","august","1","A","T","IUI 1 A 2022-08-17 Tal Gavriel Avery Deveto Mai Lazarus Blank","IUI 1 A 2022-08-17 Tal Gavriel","Tal Gavriel","two_observers","29.50318","34.918669",10.8,"14:01","14:18","Acanthurus nigrofuscus","2","8","0","N",0,0,0,0,0,0,100,"0",0,0,0,0,0,NA,"the slop before the iglo- big bolders",NA,"no","yes",0.0089,3.278,"mean"
"32","IUI",2022-08-17,"2022","august","1","A","T","IUI 1 A 2022-08-17 Tal Gavriel Avery Deveto Mai Lazarus Blank","IUI 1 A 2022-08-17 Tal Gavriel","Tal Gavriel","two_observers","29.50318","34.918669",10.8,"14:01","14:18","Acanthurus nigrofuscus","4","10","0","N",0,0,0,0,0,0,100,"0",0,0,0,0,0,NA,"the slop before the iglo- big bolders",NA,"no","yes",0.0089,3.278,"mean"
"33","IUI",2022-08-17,"2022","august","1","A","T","IUI 1 A 2022-08-17 Tal Gavriel Avery Deveto Mai Lazarus Blank","IUI 1 A 2022-08-17 Tal Gavriel","Tal Gavriel","two_observers","29.50318","34.918669",10.8,"14:01","14:18","Acanthurus nigrofuscus","1","12","0","N",0,0,0,0,0,0,100,"0",0,0,0,0,0,NA,"the slop before the iglo- big bolders",NA,"no","yes",0.0089,3.278,"mean"
"34","IUI",2022-08-17,"2022","august","1","A","T","IUI 1 A 2022-08-17 Tal Gavriel Avery Deveto Mai Lazarus Blank","IUI 1 A 2022-08-17 Tal Gavriel","Tal Gavriel","two_observers","29.50318","34.918669",10.8,"14:01","14:18","Acanthurus nigrofuscus","2","10","0","N",0,0,0,0,0,0,100,"0",0,0,0,0,0,NA,"the slop before the iglo- big bolders",NA,"no","yes",0.0089,3.278,"mean"
"35","IUI",2022-08-17,"2022","august","1","A","T","IUI 1 A 2022-08-17 Tal Gavriel Avery Deveto Mai Lazarus Blank","IUI 1 A 2022-08-17 Tal Gavriel","Tal Gavriel","two_observers","29.50318","34.918669",10.8,"14:01","14:18","Acanthurus nigrofuscus","1","11","0","N",0,0,0,0,0,0,100,"0",0,0,0,0,0,NA,"the slop before the iglo- big bolders",NA,"no","yes",0.0089,3.278,"mean"
"36","IUI",2022-08-17,"2022","august","1","A","T","IUI 1 A 2022-08-17 Tal Gavriel Avery Deveto Mai Lazarus Blank","IUI 1 A 2022-08-17 Tal Gavriel","Tal Gavriel","two_observers","29.50318","34.918669",10.8,"14:01","14:18","Acanthurus nigrofuscus","1","8","0","N",0,0,0,0,0,0,100,"0",0,0,0,0,0,NA,"the slop before the iglo- big bolders",NA,"no","yes",0.0089,3.278,"mean"
"37","IUI",2022-08-17,"2022","august","1","A","T","IUI 1 A 2022-08-17 Tal Gavriel Avery Deveto Mai Lazarus Blank","IUI 1 A 2022-08-17 Tal Gavriel","Tal Gavriel","two_observers","29.50318","34.918669",10.8,"14:01","14:18","Acanthurus nigrofuscus","2","12","0","N",0,0,0,0,0,0,100,"0",0,0,0,0,0,NA,"the slop before the iglo- big bolders",NA,"no","yes",0.0089,3.278,"mean"
"38","IUI",2022-08-17,"2022","august","1","A","T","IUI 1 A 2022-08-17 Tal Gavriel Avery Deveto Mai Lazarus Blank","IUI 1 A 2022-08-17 Tal Gavriel","Tal Gavriel","two_observers","29.50318","34.918669",10.8,"14:01","14:18","Balistapus undulatus","1","20","0","N",0,0,0,0,0,0,100,"0",0,0,0,0,0,NA,"the slop before the iglo- big bolders",NA,"no","yes",0.0058,3.554,"mean"
"39","IUI",2022-08-17,"2022","august","1","A","T","IUI 1 A 2022-08-17 Tal Gavriel Avery Deveto Mai Lazarus Blank","IUI 1 A 2022-08-17 Tal Gavriel","Tal Gavriel","two_observers","29.50318","34.918669",10.8,"14:01","14:18","Cephalopholis hemistiktos","2","10","0","N",0,0,0,0,0,0,100,"0",0,0,0,0,0,NA,"the slop before the iglo- big bolders",NA,"no","yes",0.0175,3,"mean"
"40","IUI",2022-08-17,"2022","august","1","A","T","IUI 1 A 2022-08-17 Tal Gavriel Avery Deveto Mai Lazarus Blank","IUI 1 A 2022-08-17 Tal Gavriel","Tal Gavriel","two_observers","29.50318","34.918669",10.8,"14:01","14:18","Stethojulis albovittata","1","8","0","N",0,0,0,0,0,0,100,"0",0,0,0,0,0,NA,"the slop before the iglo- big bolders",NA,"no","yes",0.02595,2.7995,"mean"
"41","IUI",2022-08-17,"2022","august","1","A","T","IUI 1 A 2022-08-17 Tal Gavriel Avery Deveto Mai Lazarus Blank","IUI 1 A 2022-08-17 Tal Gavriel","Tal Gavriel","two_observers","29.50318","34.918669",10.8,"14:01","14:18","Stethojulis albovittata","1","12","0","N",0,0,0,0,0,0,100,"0",0,0,0,0,0,NA,"the slop before the iglo- big bolders",NA,"no","yes",0.02595,2.7995,"mean"
"42","IUI",2022-08-17,"2022","august","1","A","T","IUI 1 A 2022-08-17 Tal Gavriel Avery Deveto Mai Lazarus Blank","IUI 1 A 2022-08-17 Tal Gavriel","Tal Gavriel","two_observers","29.50318","34.918669",10.8,"14:01","14:18","Stethojulis albovittata","1","8","0","N",0,0,0,0,0,0,100,"0",0,0,0,0,0,NA,"the slop before the iglo- big bolders",NA,"no","yes",0.02595,2.7995,"mean"
"43","IUI",2022-08-17,"2022","august","1","A","T","IUI 1 A 2022-08-17 Tal Gavriel Avery Deveto Mai Lazarus Blank","IUI 1 A 2022-08-17 Tal Gavriel","Tal Gavriel","two_observers","29.50318","34.918669",10.8,"14:01","14:18","Stethojulis albovittata","1","10","0","N",0,0,0,0,0,0,100,"0",0,0,0,0,0,NA,"the slop before the iglo- big bolders",NA,"no","yes",0.02595,2.7995,"mean"
"44","IUI",2022-08-17,"2022","august","1","A","T","IUI 1 A 2022-08-17 Tal Gavriel Avery Deveto Mai Lazarus Blank","IUI 1 A 2022-08-17 Tal Gavriel","Tal Gavriel","two_observers","29.50318","34.918669",10.8,"14:01","14:18","Stethojulis albovittata","1","14","0","N",0,0,0,0,0,0,100,"0",0,0,0,0,0,NA,"the slop before the iglo- big bolders",NA,"no","yes",0.02595,2.7995,"mean"
"45","IUI",2022-08-17,"2022","august","1","A","T","IUI 1 A 2022-08-17 Tal Gavriel Avery Deveto Mai Lazarus Blank","IUI 1 A 2022-08-17 Tal Gavriel","Tal Gavriel","two_observers","29.50318","34.918669",10.8,"14:01","14:18","Stethojulis albovittata","1","12","0","N",0,0,0,0,0,0,100,"0",0,0,0,0,0,NA,"the slop before the iglo- big bolders",NA,"no","yes",0.02595,2.7995,"mean"
"46","IUI",2022-08-17,"2022","august","1","A","T","IUI 1 A 2022-08-17 Tal Gavriel Avery Deveto Mai Lazarus Blank","IUI 1 A 2022-08-17 Tal Gavriel","Tal Gavriel","two_observers","29.50318","34.918669",10.8,"14:01","14:18","Stethojulis albovittata","1","9","0","N",0,0,0,0,0,0,100,"0",0,0,0,0,0,NA,"the slop before the iglo- big bolders",NA,"no","yes",0.02595,2.7995,"mean"
"47","IUI",2022-08-17,"2022","august","1","A","T","IUI 1 A 2022-08-17 Tal Gavriel Avery Deveto Mai Lazarus Blank","IUI 1 A 2022-08-17 Tal Gavriel","Tal Gavriel","two_observers","29.50318","34.918669",10.8,"14:01","14:18","Parupeneus macronemus","1","12","0","N",0,0,0,0,0,0,100,"0",0,0,0,0,0,NA,"the slop before the iglo- big bolders",NA,"no","yes",0.00688666666666667,3.26266666666667,"mean"
"48","IUI",2022-08-17,"2022","august","1","A","T","IUI 1 A 2022-08-17 Tal Gavriel Avery Deveto Mai Lazarus Blank","IUI 1 A 2022-08-17 Tal Gavriel","Tal Gavriel","two_observers","29.50318","34.918669",10.8,"14:01","14:18","Thalassoma rueppellii","1","10","0","N",0,0,0,0,0,0,100,"0",0,0,0,0,0,NA,"the slop before the iglo- big bolders",NA,"no","yes",0.00977,3.05,"bayesian"
"49","IUI",2022-08-17,"2022","august","1","A","T","IUI 1 A 2022-08-17 Tal Gavriel Avery Deveto Mai Lazarus Blank","IUI 1 A 2022-08-17 Tal Gavriel","Tal Gavriel","two_observers","29.50318","34.918669",10.8,"14:01","14:18","Thalassoma rueppellii","1","14","0","N",0,0,0,0,0,0,100,"0",0,0,0,0,0,NA,"the slop before the iglo- big bolders",NA,"no","yes",0.00977,3.05,"bayesian"
"50","IUI",2022-08-17,"2022","august","1","A","T","IUI 1 A 2022-08-17 Tal Gavriel Avery Deveto Mai Lazarus Blank","IUI 1 A 2022-08-17 Tal Gavriel","Tal Gavriel","two_observers","29.50318","34.918669",10.8,"14:01","14:18","Thalassoma rueppellii","1","8","0","N",0,0,0,0,0,0,100,"0",0,0,0,0,0,NA,"the slop before the iglo- big bolders",NA,"no","yes",0.00977,3.05,"bayesian"
"51","IUI",2022-08-17,"2022","august","1","A","T","IUI 1 A 2022-08-17 Tal Gavriel Avery Deveto Mai Lazarus Blank","IUI 1 A 2022-08-17 Tal Gavriel","Tal Gavriel","two_observers","29.50318","34.918669",10.8,"14:01","14:18","Thalassoma rueppellii","1","7","0","N",0,0,0,0,0,0,100,"0",0,0,0,0,0,NA,"the slop before the iglo- big bolders",NA,"no","yes",0.00977,3.05,"bayesian"
"52","IUI",2022-08-17,"2022","august","1","A","T","IUI 1 A 2022-08-17 Tal Gavriel Avery Deveto Mai Lazarus Blank","IUI 1 A 2022-08-17 Tal Gavriel","Tal Gavriel","two_observers","29.50318","34.918669",10.8,"14:01","14:18","Thalassoma rueppellii","4","6","0","N",0,0,0,0,0,0,100,"0",0,0,0,0,0,NA,"the slop before the iglo- big bolders",NA,"no","yes",0.00977,3.05,"bayesian"
"53","IUI",2022-08-17,"2022","august","1","A","T","IUI 1 A 2022-08-17 Tal Gavriel Avery Deveto Mai Lazarus Blank","IUI 1 A 2022-08-17 Tal Gavriel","Tal Gavriel","two_observers","29.50318","34.918669",10.8,"14:01","14:18","Thalassoma rueppellii","1","7","0","N",0,0,0,0,0,0,100,"0",0,0,0,0,0,NA,"the slop before the iglo- big bolders",NA,"no","yes",0.00977,3.05,"bayesian"
"54","IUI",2022-08-17,"2022","august","1","A","T","IUI 1 A 2022-08-17 Tal Gavriel Avery Deveto Mai Lazarus Blank","IUI 1 A 2022-08-17 Tal Gavriel","Tal Gavriel","two_observers","29.50318","34.918669",10.8,"14:01","14:18","Thalassoma rueppellii","2","10","0","N",0,0,0,0,0,0,100,"0",0,0,0,0,0,NA,"the slop before the iglo- big bolders",NA,"no","yes",0.00977,3.05,"bayesian"
"55","IUI",2022-08-17,"2022","august","1","A","T","IUI 1 A 2022-08-17 Tal Gavriel Avery Deveto Mai Lazarus Blank","IUI 1 A 2022-08-17 Tal Gavriel","Tal Gavriel","two_observers","29.50318","34.918669",10.8,"14:01","14:18","Thalassoma rueppellii","2","7","0","N",0,0,0,0,0,0,100,"0",0,0,0,0,0,NA,"the slop before the iglo- big bolders",NA,"no","yes",0.00977,3.05,"bayesian"
"56","IUI",2022-08-17,"2022","august","1","A","T","IUI 1 A 2022-08-17 Tal Gavriel Avery Deveto Mai Lazarus Blank","IUI 1 A 2022-08-17 Tal Gavriel","Tal Gavriel","two_observers","29.50318","34.918669",10.8,"14:01","14:18","Thalassoma rueppellii","2","10","0","N",0,0,0,0,0,0,100,"0",0,0,0,0,0,NA,"the slop before the iglo- big bolders",NA,"no","yes",0.00977,3.05,"bayesian"
"57","IUI",2022-08-17,"2022","august","1","A","T","IUI 1 A 2022-08-17 Tal Gavriel Avery Deveto Mai Lazarus Blank","IUI 1 A 2022-08-17 Tal Gavriel","Tal Gavriel","two_observers","29.50318","34.918669",10.8,"14:01","14:18","Thalassoma rueppellii","1","13","0","N",0,0,0,0,0,0,100,"0",0,0,0,0,0,NA,"the slop before the iglo- big bolders",NA,"no","yes",0.00977,3.05,"bayesian"
"58","IUI",2022-08-17,"2022","august","1","A","T","IUI 1 A 2022-08-17 Tal Gavriel Avery Deveto Mai Lazarus Blank","IUI 1 A 2022-08-17 Tal Gavriel","Tal Gavriel","two_observers","29.50318","34.918669",10.8,"14:01","14:18","Thalassoma rueppellii","1","12","0","N",0,0,0,0,0,0,100,"0",0,0,0,0,0,NA,"the slop before the iglo- big bolders",NA,"no","yes",0.00977,3.05,"bayesian"
"59","IUI",2022-08-17,"2022","august","1","A","T","IUI 1 A 2022-08-17 Tal Gavriel Avery Deveto Mai Lazarus Blank","IUI 1 A 2022-08-17 Tal Gavriel","Tal Gavriel","two_observers","29.50318","34.918669",10.8,"14:01","14:18","Paracheilinus octotaenia","20","7","0","N",0,0,0,0,0,0,100,"0",0,0,0,0,0,NA,"the slop before the iglo- big bolders",NA,"no","yes",0.00977,3.05,"bayesian"
"60","IUI",2022-08-17,"2022","august","1","A","T","IUI 1 A 2022-08-17 Tal Gavriel Avery Deveto Mai Lazarus Blank","IUI 1 A 2022-08-17 Tal Gavriel","Tal Gavriel","two_observers","29.50318","34.918669",10.8,"14:01","14:18","Paracheilinus octotaenia","30","6","0","N",0,0,0,0,0,0,100,"0",0,0,0,0,0,NA,"the slop before the iglo- big bolders",NA,"no","yes",0.00977,3.05,"bayesian"
"61","IUI",2022-08-17,"2022","august","1","A","T","IUI 1 A 2022-08-17 Tal Gavriel Avery Deveto Mai Lazarus Blank","IUI 1 A 2022-08-17 Tal Gavriel","Tal Gavriel","two_observers","29.50318","34.918669",10.8,"14:01","14:18","Paracheilinus octotaenia","10","5","0","N",0,0,0,0,0,0,100,"0",0,0,0,0,0,NA,"the slop before the iglo- big bolders",NA,"no","yes",0.00977,3.05,"bayesian"
"62","IUI",2022-08-17,"2022","august","1","A","T","IUI 1 A 2022-08-17 Tal Gavriel Avery Deveto Mai Lazarus Blank","IUI 1 A 2022-08-17 Tal Gavriel","Tal Gavriel","two_observers","29.50318","34.918669",10.8,"14:01","14:18","Pseudanthias squamipinnis","10","6","0","N",0,0,0,0,0,0,100,"0",0,0,0,0,0,NA,"the slop before the iglo- big bolders",NA,"no","yes",0.0569,2.65,"mean"
